year_month,district,side,tier,secondary_price_per_m2_try,secondary_price_per_m2_usd,new_construction_price_per_m2_try,rental_per_m2_monthly_try,n_listings_secondary,n_listings_new_construction,n_listings_rental,try_usd_rate,cbrt_repo_rate_pct,avg_mortgage_rate_pct,inflation_yoy_pct
2025-11,Levent,European,luxury,143213,3924,154324,601.5,139,31,27,36.5,45,50,30
2025-12,Levent,European,luxury,152063,4166,170495,638.7,128,79,96,36.5,45,50,30
2026-01,Levent,European,luxury,148985,4082,165229,625.7,148,58,107,36.5,45,50,30
2026-02,Levent,European,luxury,153108,4195,161138,643.1,153,47,100,36.5,45,50,30
2026-03,Levent,European,luxury,155258,4254,169836,652.1,148,77,78,36.5,45,50,30
2026-04,Levent,European,luxury,149369,4092,163781,627.4,55,10,54,36.5,45,50,30
2020-01,Maslak,European,premium,4721,761,5409,19.8,128,31,112,6.2,10.75,15.75,11
2020-02,Maslak,European,premium,4498,726,4906,18.9,134,5,93,6.2,10.75,15.75,11
2020-03,Maslak,European,premium,4486,724,4881,18.8,142,53,29,6.2,10.75,15.75,11
2020-04,Maslak,European,premium,5862,837,6161,24.6,155,64,93,7,8.25,13.25,11
2020-05,Maslak,European,premium,5581,797,6027,23.4,108,71,117,7,8.25,13.25,11
2020-06,Maslak,European,premium,5657,808,6159,23.8,123,17,56,7,8.25,13.25,11
2020-07,Maslak,European,premium,5843,835,6411,24.5,25,54,95,7,8.25,13.25,14
2020-08,Maslak,European,premium,5661,809,6478,23.8,120,76,64,7,8.25,13.25,14
2020-09,Maslak,European,premium,5692,813,6289,23.9,134,14,107,7,8.25,13.25,14
2020-10,Maslak,European,premium,7573,1010,8459,31.8,124,42,12,7.5,10.25,15.25,14
2020-11,Maslak,European,premium,7762,1035,8847,32.6,175,7,49,7.5,10.25,15.25,14
2020-12,Maslak,European,premium,7716,1029,8190,32.4,49,61,99,7.5,10.25,15.25,14
2021-01,Maslak,European,premium,10760,1435,11675,45.2,71,34,111,7.5,17,22,19.5
2021-02,Maslak,European,premium,10468,1396,11799,44,173,57,110,7.5,17,22,19.5
2021-03,Maslak,European,premium,10599,1413,11301,44.5,170,43,58,7.5,17,22,19.5
2021-04,Maslak,European,premium,10271,1208,11720,43.1,31,13,102,8.5,19,24,19.5
2021-05,Maslak,European,premium,10324,1215,11659,43.4,143,34,85,8.5,19,24,19.5
2021-06,Maslak,European,premium,10112,1190,10644,42.5,87,36,116,8.5,19,24,19.5
2021-07,Maslak,European,premium,14755,1736,16093,62,179,18,37,8.5,19,24,19.5
2021-08,Maslak,European,premium,15002,1765,16272,63,99,55,92,8.5,19,24,19.5
2021-09,Maslak,European,premium,14849,1747,16147,62.4,45,8,102,8.5,19,24,19.5
2021-10,Maslak,European,premium,14855,1350,15965,62.4,145,49,41,11,14,19,54
2021-11,Maslak,European,premium,16050,1459,17686,67.4,94,54,25,11,14,19,54
2021-12,Maslak,European,premium,15571,1416,17590,65.4,144,69,113,11,14,19,54
2022-01,Maslak,European,premium,30386,2096,35134,127.6,110,43,11,14.5,14,19,54
2022-02,Maslak,European,premium,29600,2041,32414,124.3,87,21,82,14.5,14,19,54
2022-03,Maslak,European,premium,29137,2009,31405,122.4,44,53,81,14.5,14,19,54
2022-04,Maslak,European,premium,28940,1702,31815,121.5,153,36,38,17,14,19,80
2022-05,Maslak,European,premium,31187,1835,33981,131,119,37,75,17,14,19,80
2022-06,Maslak,European,premium,29496,1735,32447,123.9,79,40,62,17,14,19,80
2022-07,Maslak,European,premium,47005,2765,52230,197.4,47,17,27,17,12,17,80
2022-08,Maslak,European,premium,46565,2739,51217,195.6,176,42,107,17,12,17,80
2022-09,Maslak,European,premium,48981,2881,53135,205.7,173,75,59,17,12,17,80
2022-10,Maslak,European,premium,46465,2485,49040,195.2,91,17,100,18.7,9,14,64
2022-11,Maslak,European,premium,45318,2423,48572,190.3,118,31,55,18.7,9,14,64
2022-12,Maslak,European,premium,48737,2606,53146,204.7,136,6,69,18.7,9,14,64
2023-01,Maslak,European,premium,66295,3157,74969,278.4,39,9,80,21,8.5,13.5,39
2023-02,Maslak,European,premium,64846,3088,72168,272.4,76,62,108,21,8.5,13.5,39
2023-03,Maslak,European,premium,65466,3117,68974,275,125,58,95,21,8.5,13.5,39
2023-04,Maslak,European,premium,65419,3115,73386,274.8,163,42,78,21,8.5,13.5,39
2023-05,Maslak,European,premium,64840,3088,69315,272.3,114,52,97,21,8.5,13.5,39
2023-06,Maslak,European,premium,67626,3220,75196,284,25,14,15,21,8.5,13.5,39
2023-07,Maslak,European,premium,80188,3026,87277,336.8,36,60,36,26.5,25,30,65
2023-08,Maslak,European,premium,82628,3118,86648,347,161,34,20,26.5,25,30,65
2023-09,Maslak,European,premium,77275,2916,83710,324.6,51,56,32,26.5,25,30,65
2023-10,Maslak,European,premium,82517,2845,90708,346.6,151,12,58,29,42.5,47.5,65
2023-11,Maslak,European,premium,81941,2826,93329,344.2,72,9,19,29,42.5,47.5,65
2023-12,Maslak,European,premium,80524,2777,88233,338.2,139,35,49,29,42.5,47.5,65
2024-01,Maslak,European,premium,96917,3029,107607,407.1,140,36,47,32,50,55,75
2024-02,Maslak,European,premium,88550,2767,99531,371.9,28,51,62,32,50,55,75
2024-03,Maslak,European,premium,92965,2905,103170,390.5,47,25,72,32,50,55,75
2024-04,Maslak,European,premium,91907,2872,101560,386,33,61,94,32,50,55,75
2024-05,Maslak,European,premium,90399,2825,98197,379.7,56,40,94,32,50,55,75
2024-06,Maslak,European,premium,95719,2991,105902,402,15,16,109,32,50,55,75
2024-07,Maslak,European,premium,97908,2880,109523,411.2,164,69,93,34,50,55,49
2024-08,Maslak,European,premium,101618,2989,112438,426.8,79,31,29,34,50,55,49
2024-09,Maslak,European,premium,102499,3015,111888,430.5,43,5,42,34,50,55,49
2024-10,Maslak,European,premium,99102,2915,109714,416.2,91,7,21,34,50,55,49
2024-11,Maslak,European,premium,101055,2972,111972,424.4,30,27,30,34,50,55,49
2024-12,Maslak,European,premium,104617,3077,113942,439.4,21,76,60,34,50,55,49
2025-01,Maslak,European,premium,104989,2916,112590,441,173,31,102,36,47.5,52.5,36
2025-02,Maslak,European,premium,103609,2878,110843,435.2,26,77,37,36,47.5,52.5,36
2025-03,Maslak,European,premium,111629,3101,121953,468.8,69,15,118,36,47.5,52.5,36
2025-04,Maslak,European,premium,107550,2988,117473,451.7,125,65,44,36,47.5,52.5,36
2025-05,Maslak,European,premium,106421,2956,119109,447,175,52,15,36,47.5,52.5,36
2025-06,Maslak,European,premium,104278,2897,111920,438,67,9,83,36,47.5,52.5,36
2025-07,Maslak,European,premium,113907,3121,123428,478.4,41,31,105,36.5,45,50,30
2025-08,Maslak,European,premium,111757,3062,120326,469.4,130,56,11,36.5,45,50,30
2025-09,Maslak,European,premium,113775,3117,127356,477.9,40,69,88,36.5,45,50,30
2025-10,Maslak,European,premium,111712,3061,120997,469.2,44,75,43,36.5,45,50,30
2025-11,Maslak,European,premium,113200,3101,127897,475.4,35,49,48,36.5,45,50,30
2025-12,Maslak,European,premium,114440,3135,124200,480.6,179,27,96,36.5,45,50,30
2026-01,Maslak,European,premium,110031,3015,125271,462.1,150,38,39,36.5,45,50,30
2026-02,Maslak,European,premium,108575,2975,117449,456,132,71,74,36.5,45,50,30
2026-03,Maslak,European,premium,113485,3109,123646,476.6,55,58,38,36.5,45,50,30
2026-04,Maslak,European,premium,109211,2992,118117,458.7,24,41,27,36.5,45,50,30
2020-01,Ulus (Beşiktaş),European,luxury,6257,1009,6682,26.3,53,41,95,6.2,10.75,15.75,11
2020-02,Ulus (Beşiktaş),European,luxury,6594,1063,7164,27.7,121,21,11,6.2,10.75,15.75,11
2020-03,Ulus (Beşiktaş),European,luxury,6420,1036,7019,27,111,10,114,6.2,10.75,15.75,11
2020-04,Ulus (Beşiktaş),European,luxury,7897,1128,8610,33.2,70,44,12,7,8.25,13.25,11
2020-05,Ulus (Beşiktaş),European,luxury,7877,1125,8887,33.1,177,40,60,7,8.25,13.25,11
2020-06,Ulus (Beşiktaş),European,luxury,7593,1085,8192,31.9,107,56,95,7,8.25,13.25,11
2020-07,Ulus (Beşiktaş),European,luxury,7774,1111,8706,32.7,17,30,101,7,8.25,13.25,14
2020-08,Ulus (Beşiktaş),European,luxury,7654,1093,7996,32.1,154,66,84,7,8.25,13.25,14
2020-09,Ulus (Beşiktaş),European,luxury,7758,1108,8619,32.6,137,59,113,7,8.25,13.25,14
2020-10,Ulus (Beşiktaş),European,luxury,10594,1413,11544,44.5,115,76,29,7.5,10.25,15.25,14
2020-11,Ulus (Beşiktaş),European,luxury,10304,1374,11469,43.3,37,32,64,7.5,10.25,15.25,14
2020-12,Ulus (Beşiktaş),European,luxury,10487,1398,12079,44,146,38,20,7.5,10.25,15.25,14
2021-01,Ulus (Beşiktaş),European,luxury,14523,1936,17030,61,26,53,23,7.5,17,22,19.5
2021-02,Ulus (Beşiktaş),European,luxury,14509,1935,16467,60.9,119,46,106,7.5,17,22,19.5
2021-03,Ulus (Beşiktaş),European,luxury,14513,1935,15545,61,149,42,45,7.5,17,22,19.5
2021-04,Ulus (Beşiktaş),European,luxury,15556,1830,16932,65.3,101,11,60,8.5,19,24,19.5
2021-05,Ulus (Beşiktaş),European,luxury,14552,1712,16089,61.1,178,56,65,8.5,19,24,19.5
2021-06,Ulus (Beşiktaş),European,luxury,15068,1773,15921,63.3,134,53,46,8.5,19,24,19.5
2021-07,Ulus (Beşiktaş),European,luxury,20933,2463,22929,87.9,113,58,115,8.5,19,24,19.5
2021-08,Ulus (Beşiktaş),European,luxury,20992,2470,22985,88.2,141,30,38,8.5,19,24,19.5
2021-09,Ulus (Beşiktaş),European,luxury,21727,2556,24877,91.3,157,66,49,8.5,19,24,19.5
2021-10,Ulus (Beşiktaş),European,luxury,20469,1861,22528,86,91,57,98,11,14,19,54
2021-11,Ulus (Beşiktaş),European,luxury,21101,1918,24112,88.6,55,53,27,11,14,19,54
2021-12,Ulus (Beşiktaş),European,luxury,20855,1896,23317,87.6,123,20,16,11,14,19,54
2022-01,Ulus (Beşiktaş),European,luxury,41383,2854,46227,173.8,152,25,71,14.5,14,19,54
2022-02,Ulus (Beşiktaş),European,luxury,41755,2880,45452,175.4,117,49,12,14.5,14,19,54
2022-03,Ulus (Beşiktaş),European,luxury,40070,2763,44347,168.3,168,59,97,14.5,14,19,54
2022-04,Ulus (Beşiktaş),European,luxury,42152,2480,45597,177,73,44,73,17,14,19,80
2022-05,Ulus (Beşiktaş),European,luxury,42101,2477,46824,176.8,50,70,105,17,14,19,80
2022-06,Ulus (Beşiktaş),European,luxury,40431,2378,45103,169.8,124,53,104,17,14,19,80
2022-07,Ulus (Beşiktaş),European,luxury,66039,3885,73833,277.4,29,48,32,17,12,17,80
2022-08,Ulus (Beşiktaş),European,luxury,65262,3839,71335,274.1,108,72,33,17,12,17,80
2022-09,Ulus (Beşiktaş),European,luxury,63152,3715,71443,265.2,158,5,119,17,12,17,80
2022-10,Ulus (Beşiktaş),European,luxury,64364,3442,69707,270.3,50,23,101,18.7,9,14,64
2022-11,Ulus (Beşiktaş),European,luxury,63601,3401,70637,267.1,18,15,112,18.7,9,14,64
2022-12,Ulus (Beşiktaş),European,luxury,63513,3396,67409,266.8,136,5,51,18.7,9,14,64
2023-01,Ulus (Beşiktaş),European,luxury,87920,4187,95784,369.3,93,55,44,21,8.5,13.5,39
2023-02,Ulus (Beşiktaş),European,luxury,87505,4167,94098,367.5,104,78,71,21,8.5,13.5,39
2023-03,Ulus (Beşiktaş),European,luxury,88410,4210,94123,371.3,63,73,118,21,8.5,13.5,39
2023-04,Ulus (Beşiktaş),European,luxury,87937,4187,91975,369.3,27,53,58,21,8.5,13.5,39
2023-05,Ulus (Beşiktaş),European,luxury,85470,4070,91041,359,148,29,119,21,8.5,13.5,39
2023-06,Ulus (Beşiktaş),European,luxury,90062,4289,96501,378.3,46,30,35,21,8.5,13.5,39
2023-07,Ulus (Beşiktaş),European,luxury,111209,4197,128242,467.1,25,28,40,26.5,25,30,65
2023-08,Ulus (Beşiktaş),European,luxury,112719,4254,123408,473.4,82,70,44,26.5,25,30,65
2023-09,Ulus (Beşiktaş),European,luxury,105878,3995,122005,444.7,52,43,36,26.5,25,30,65
2023-10,Ulus (Beşiktaş),European,luxury,116754,4026,126044,490.4,170,14,36,29,42.5,47.5,65
2023-11,Ulus (Beşiktaş),European,luxury,109901,3790,123518,461.6,132,21,104,29,42.5,47.5,65
2023-12,Ulus (Beşiktaş),European,luxury,109249,3767,121842,458.8,60,65,62,29,42.5,47.5,65
2024-01,Ulus (Beşiktaş),European,luxury,123240,3851,134621,517.6,113,79,118,32,50,55,75
2024-02,Ulus (Beşiktaş),European,luxury,127515,3985,140777,535.6,151,76,118,32,50,55,75
2024-03,Ulus (Beşiktaş),European,luxury,131992,4125,149583,554.4,151,44,112,32,50,55,75
2024-04,Ulus (Beşiktaş),European,luxury,125944,3936,144823,529,38,33,96,32,50,55,75
2024-05,Ulus (Beşiktaş),European,luxury,125649,3927,140654,527.7,149,35,91,32,50,55,75
2024-06,Ulus (Beşiktaş),European,luxury,126969,3968,141094,533.3,162,23,36,32,50,55,75
2024-07,Ulus (Beşiktaş),European,luxury,130878,3849,140100,549.7,93,14,111,34,50,55,49
2024-08,Ulus (Beşiktaş),European,luxury,137164,4034,150241,576.1,54,75,35,34,50,55,49
2024-09,Ulus (Beşiktaş),European,luxury,143574,4223,149019,603,124,10,80,34,50,55,49
2024-10,Ulus (Beşiktaş),European,luxury,135718,3992,154061,570,94,69,23,34,50,55,49
2024-11,Ulus (Beşiktaş),European,luxury,135474,3985,157301,569,102,14,27,34,50,55,49
2024-12,Ulus (Beşiktaş),European,luxury,131259,3861,137254,551.3,22,53,35,34,50,55,49
2025-01,Ulus (Beşiktaş),European,luxury,148124,4115,158581,622.1,153,41,39,36,47.5,52.5,36
2025-02,Ulus (Beşiktaş),European,luxury,145342,4037,160124,610.4,28,72,110,36,47.5,52.5,36
2025-03,Ulus (Beşiktaş),European,luxury,142772,3966,157387,599.6,17,70,30,36,47.5,52.5,36
2025-04,Ulus (Beşiktaş),European,luxury,147018,4084,160801,617.5,106,16,71,36,47.5,52.5,36
2025-05,Ulus (Beşiktaş),European,luxury,146278,4063,163287,614.4,62,13,96,36,47.5,52.5,36
2025-06,Ulus (Beşiktaş),European,luxury,144671,4019,161675,607.6,18,78,43,36,47.5,52.5,36
2025-07,Ulus (Beşiktaş),European,luxury,154890,4244,163031,650.5,68,11,96,36.5,45,50,30
2025-08,Ulus (Beşiktaş),European,luxury,151376,4147,171722,635.8,43,13,21,36.5,45,50,30
2025-09,Ulus (Beşiktaş),European,luxury,155806,4269,163340,654.4,120,14,72,36.5,45,50,30
2025-10,Ulus (Beşiktaş),European,luxury,151605,4154,166935,636.7,141,21,39,36.5,45,50,30
2025-11,Ulus (Beşiktaş),European,luxury,148736,4075,166108,624.7,58,34,56,36.5,45,50,30
2025-12,Ulus (Beşiktaş),European,luxury,155290,4255,170610,652.2,169,73,22,36.5,45,50,30
2026-01,Ulus (Beşiktaş),European,luxury,149087,4085,163197,626.2,110,12,75,36.5,45,50,30
2026-02,Ulus (Beşiktaş),European,luxury,157551,4316,171472,661.7,100,55,113,36.5,45,50,30
2026-03,Ulus (Beşiktaş),European,luxury,160252,4390,181176,673.1,100,29,83,36.5,45,50,30
2026-04,Ulus (Beşiktaş),European,luxury,158537,4343,169829,665.9,34,53,37,36.5,45,50,30
2020-01,Yıldız,European,premium,5830,940,6444,24.5,163,18,111,6.2,10.75,15.75,11
2020-02,Yıldız,European,premium,5932,957,6528,24.9,65,63,88,6.2,10.75,15.75,11
2020-03,Yıldız,European,premium,5789,934,6100,24.3,128,58,48,6.2,10.75,15.75,11
2020-04,Yıldız,European,premium,7020,1003,7757,29.5,109,40,60,7,8.25,13.25,11
2020-05,Yıldız,European,premium,6954,993,7391,29.2,55,79,24,7,8.25,13.25,11
2020-06,Yıldız,European,premium,6826,975,7365,28.7,41,24,117,7,8.25,13.25,11
2020-07,Yıldız,European,premium,6788,970,7608,28.5,24,7,73,7,8.25,13.25,14
2020-08,Yıldız,European,premium,7051,1007,8185,29.6,31,49,64,7,8.25,13.25,14
2020-09,Yıldız,European,premium,6638,948,7202,27.9,32,26,52,7,8.25,13.25,14
2020-10,Yıldız,European,premium,9305,1241,10722,39.1,64,63,27,7.5,10.25,15.25,14
2020-11,Yıldız,European,premium,9174,1223,10469,38.5,72,70,58,7.5,10.25,15.25,14
2020-12,Yıldız,European,premium,9220,1229,10083,38.7,178,16,87,7.5,10.25,15.25,14
2021-01,Yıldız,European,premium,13175,1757,13910,55.3,40,74,84,7.5,17,22,19.5
2021-02,Yıldız,European,premium,12795,1706,14244,53.7,176,64,98,7.5,17,22,19.5
2021-03,Yıldız,European,premium,12825,1710,14279,53.9,178,40,91,7.5,17,22,19.5
2021-04,Yıldız,European,premium,12100,1424,12910,50.8,160,51,118,8.5,19,24,19.5
2021-05,Yıldız,European,premium,12647,1488,13839,53.1,108,9,100,8.5,19,24,19.5
2021-06,Yıldız,European,premium,13223,1556,14426,55.5,23,14,94,8.5,19,24,19.5
2021-07,Yıldız,European,premium,18698,2200,21089,78.5,149,55,80,8.5,19,24,19.5
2021-08,Yıldız,European,premium,18841,2217,20578,79.1,92,40,94,8.5,19,24,19.5
2021-09,Yıldız,European,premium,17996,2117,19323,75.6,65,66,81,8.5,19,24,19.5
2021-10,Yıldız,European,premium,18260,1660,20180,76.7,169,28,95,11,14,19,54
2021-11,Yıldız,European,premium,18125,1648,19471,76.1,175,25,73,11,14,19,54
2021-12,Yıldız,European,premium,19001,1727,21083,79.8,78,66,36,11,14,19,54
2022-01,Yıldız,European,premium,37028,2554,40246,155.5,75,20,72,14.5,14,19,54
2022-02,Yıldız,European,premium,37240,2568,40720,156.4,108,7,87,14.5,14,19,54
2022-03,Yıldız,European,premium,35347,2438,37176,148.5,117,64,59,14.5,14,19,54
2022-04,Yıldız,European,premium,38645,2273,40455,162.3,151,49,76,17,14,19,80
2022-05,Yıldız,European,premium,35400,2082,40882,148.7,41,70,88,17,14,19,80
2022-06,Yıldız,European,premium,37144,2185,40997,156,52,42,15,17,14,19,80
2022-07,Yıldız,European,premium,56055,3297,62722,235.4,111,42,46,17,12,17,80
2022-08,Yıldız,European,premium,55341,3255,60595,232.4,167,20,11,17,12,17,80
2022-09,Yıldız,European,premium,59904,3524,64099,251.6,152,62,40,17,12,17,80
2022-10,Yıldız,European,premium,59802,3198,64014,251.2,109,71,44,18.7,9,14,64
2022-11,Yıldız,European,premium,60272,3223,67109,253.1,151,32,16,18.7,9,14,64
2022-12,Yıldız,European,premium,58339,3120,67130,245,90,26,24,18.7,9,14,64
2023-01,Yıldız,European,premium,76932,3663,86614,323.1,139,21,65,21,8.5,13.5,39
2023-02,Yıldız,European,premium,81637,3887,97178,342.9,73,52,89,21,8.5,13.5,39
2023-03,Yıldız,European,premium,73786,3514,81738,309.9,17,23,38,21,8.5,13.5,39
2023-04,Yıldız,European,premium,77792,3704,82618,326.7,15,23,83,21,8.5,13.5,39
2023-05,Yıldız,European,premium,78476,3737,84297,329.6,45,69,70,21,8.5,13.5,39
2023-06,Yıldız,European,premium,82044,3907,87673,344.6,99,17,87,21,8.5,13.5,39
2023-07,Yıldız,European,premium,98417,3714,113298,413.4,61,76,21,26.5,25,30,65
2023-08,Yıldız,European,premium,102020,3850,114757,428.5,51,70,100,26.5,25,30,65
2023-09,Yıldız,European,premium,98452,3715,105565,413.5,73,59,97,26.5,25,30,65
2023-10,Yıldız,European,premium,96065,3313,103391,403.5,63,63,88,29,42.5,47.5,65
2023-11,Yıldız,European,premium,97505,3362,110001,409.5,50,26,32,29,42.5,47.5,65
2023-12,Yıldız,European,premium,99237,3422,111549,416.8,101,29,35,29,42.5,47.5,65
2024-01,Yıldız,European,premium,108898,3403,118569,457.4,76,19,66,32,50,55,75
2024-02,Yıldız,European,premium,110451,3452,125013,463.9,42,32,74,32,50,55,75
2024-03,Yıldız,European,premium,121986,3812,136033,512.3,115,8,76,32,50,55,75
2024-04,Yıldız,European,premium,109367,3418,120774,459.3,81,12,19,32,50,55,75
2024-05,Yıldız,European,premium,114795,3587,121805,482.1,123,71,68,32,50,55,75
2024-06,Yıldız,European,premium,110458,3452,121076,463.9,19,53,52,32,50,55,75
2024-07,Yıldız,European,premium,115563,3399,127477,485.4,175,5,88,34,50,55,49
2024-08,Yıldız,European,premium,117906,3468,127989,495.2,87,22,113,34,50,55,49
2024-09,Yıldız,European,premium,127157,3740,133718,534.1,34,42,102,34,50,55,49
2024-10,Yıldız,European,premium,118486,3485,128918,497.6,115,72,57,34,50,55,49
2024-11,Yıldız,European,premium,118530,3486,131826,497.8,132,47,94,34,50,55,49
2024-12,Yıldız,European,premium,118621,3489,131428,498.2,176,22,83,34,50,55,49
2025-01,Yıldız,European,premium,132155,3671,143211,555.1,25,23,108,36,47.5,52.5,36
2025-02,Yıldız,European,premium,131986,3666,143504,554.3,154,79,113,36,47.5,52.5,36
2025-03,Yıldız,European,premium,126470,3513,134617,531.2,178,40,106,36,47.5,52.5,36
2025-04,Yıldız,European,premium,128198,3561,138765,538.4,121,20,106,36,47.5,52.5,36
2025-05,Yıldız,European,premium,128926,3581,137118,541.5,140,20,108,36,47.5,52.5,36
2025-06,Yıldız,European,premium,131281,3647,136186,551.4,68,59,17,36,47.5,52.5,36
2025-07,Yıldız,European,premium,130806,3584,151762,549.4,89,16,18,36.5,45,50,30
2025-08,Yıldız,European,premium,133738,3664,147257,561.7,82,8,34,36.5,45,50,30
2025-09,Yıldız,European,premium,133175,3649,143972,559.3,162,39,82,36.5,45,50,30
2025-10,Yıldız,European,premium,132893,3641,144399,558.1,108,73,109,36.5,45,50,30
2025-11,Yıldız,European,premium,135779,3720,143941,570.3,117,56,111,36.5,45,50,30
2025-12,Yıldız,European,premium,137020,3754,152545,575.5,34,55,110,36.5,45,50,30
2026-01,Yıldız,European,premium,134359,3681,151413,564.3,49,59,21,36.5,45,50,30
2026-02,Yıldız,European,premium,130738,3582,137782,549.1,49,36,29,36.5,45,50,30
2026-03,Yıldız,European,premium,131352,3599,145661,551.7,96,64,117,36.5,45,50,30
2026-04,Yıldız,European,premium,141995,3890,154026,596.4,34,55,93,36.5,45,50,30
2020-01,Ortaköy,European,luxury,6178,996,6667,25.9,100,54,113,6.2,10.75,15.75,11
2020-02,Ortaköy,European,luxury,6221,1003,6795,26.1,115,45,20,6.2,10.75,15.75,11
2020-03,Ortaköy,European,luxury,6502,1049,6928,27.3,22,25,70,6.2,10.75,15.75,11
2020-04,Ortaköy,European,luxury,7386,1055,8038,31,149,32,43,7,8.25,13.25,11
2020-05,Ortaköy,European,luxury,7674,1096,8432,32.2,26,14,31,7,8.25,13.25,11
2020-06,Ortaköy,European,luxury,7284,1041,8169,30.6,69,29,56,7,8.25,13.25,11
2020-07,Ortaköy,European,luxury,7390,1056,8306,31,42,26,106,7,8.25,13.25,14
2020-08,Ortaköy,European,luxury,7744,1106,8479,32.5,104,14,41,7,8.25,13.25,14
2020-09,Ortaköy,European,luxury,7154,1022,8028,30,60,37,13,7,8.25,13.25,14
2020-10,Ortaköy,European,luxury,9973,1330,10990,41.9,92,20,82,7.5,10.25,15.25,14
2020-11,Ortaköy,European,luxury,9820,1309,10727,41.2,125,72,94,7.5,10.25,15.25,14
2020-12,Ortaköy,European,luxury,10093,1346,11145,42.4,151,29,50,7.5,10.25,15.25,14
2021-01,Ortaköy,European,luxury,13973,1863,15291,58.7,131,30,90,7.5,17,22,19.5
2021-02,Ortaköy,European,luxury,13482,1798,14510,56.6,98,79,14,7.5,17,22,19.5
